addressid,ownerid,province,district,neighborhood,addressaddedtime
08ae6c9f-9abd-4914-9490-17b36c5a73cb,b16b9821-69fd-41c4-8e3f-263bffe6fce4,İstanbul,Üsküdar,Kısıklı,2025-07-02 17:12:04.503
fd5e0248-cb19-4048-a401-702e28300afa,8d207a20-fe85-4165-8d7f-f70c242fce45,İstanbul,Kadıköy,Caferağa,2025-05-17 00:52:40.716
a14d2b0d-8d4c-4e8f-a02e-26e689c8dd60,40e4592d-bdc7-4002-96dc-23ba72ebc408,Ankara,Etimesgut,Bağlıca,2025-06-20 10:26:41.680
e0a0fbd6-2e87-48eb-a17c-9a0ce65aae40,66c93a71-cee8-48e8-88fc-47c1330737e4,İstanbul,Küçükçekmece,Fevzi Çakmak,2025-05-19 09:17:54.987
480c5ac4-fefb-46e9-ad78-45bb8fc89797,34e69aa7-a83f-45bd-b0eb-a633c8b545a9,İzmir,Karşıyaka,Bostanlı,2025-06-11 13:39:16.083
e8fb68a0-e6f7-4c2e-8ec3-1e30252f24a4,983cafcb-2748-4e60-be97-cf5bb345374d,İstanbul,Arnavutköy,Adnan Menderes,2025-07-14 13:23:04.772
27c232e6-f9ad-42b7-befe-59bd4aa3f088,38ce0449-c88d-45b1-af55-b5997b103f96,İstanbul,Avcılar,Ambarlı,2025-05-06 22:57:40.270
4bbaa257-02eb-41be-ad53-9ee579f19914,433ad53b-fc1b-4223-be03-c39f7973e9fc,İstanbul,Beşiktaş,Gayrettepe,2025-07-11 10:19:08.578
ebb1982a-eae5-4009-a3d8-2ff0725f5814,2046d402-3be1-45b2-bdd0-d4cdb599209d,İstanbul,Üsküdar,Validei Atik,2025-07-31 16:52:32.165
6eb75360-24e0-45d0-9be8-1ce9c5622a0d,fb29675c-f514-4627-adf5-c1204ffab506,İstanbul,Kadıköy,Erenköy,2025-06-05 22:11:08.748
b5abe52e-490a-41e2-8403-5dc7b0464ff7,aa75f2da-4b99-4a6d-9284-b3b02c3232be,İstanbul,Bakırköy,Ataköy 2-5-6.,2025-06-02 18:51:15.613
b7830db8-69f9-4ea9-bd9e-fd5964794bae,35858e32-a853-4b46-87c2-5fe17e406e73,İstanbul,Kadıköy,Feneryolu,2025-06-03 18:04:41.064
0faaa21d-6cc7-40ec-8eaa-ac3a69fcf2ed,bd947dd5-4549-48d0-a1ae-d9fbf1695801,İstanbul,Kadıköy,Göztepe,2025-05-16 18:48:31.855
3c20208a-3c43-4005-9903-cb6e1e5a6332,10da5435-6067-43eb-9a26-496bee14918f,Ankara,Sincan,Atatürk,2025-06-17 15:16:18.661
05d6acaa-0d4e-4767-84aa-12bd55cf356a,3f5387c0-ddf4-4720-93d3-8a19c7832f11,İstanbul,Üsküdar,Mimar Sinan,2025-07-06 09:54:50.045
b1c9b332-7eae-4cc7-a21e-48c1a10d97f7,a1e74119-7cb6-481f-ab38-eb18b461d518,İstanbul,Ataşehir,Ataşehir Atatürk,2025-06-14 08:31:35.084
6bbbf865-223b-464f-85fe-1d7916c7ee3e,c7bee6c7-74d2-464c-8967-6082b74703f1,İzmir,Karşıyaka,Bostanlı,2025-07-22 15:45:02.200
643dba2a-2a81-4163-9aae-c87b167b042e,11a28f86-eb28-407e-87e7-c88c7f343a86,İstanbul,Maltepe,Gülsuyu,2025-07-31 11:49:14.512
4a38832a-76c3-4ccc-902d-99e3599eaed6,b64ac636-ce96-4e4a-ae11-b7fb182ca5a5,İstanbul,Esenler,Havaalanı,2025-06-20 09:57:46.850
344de266-a87f-4d22-8d9c-d7afb0fca4db,d60a31ee-2813-4a67-b045-c98e1f0cd54f,İstanbul,Sultangazi,Cebeci,2025-06-24 21:21:24.939
7656d7f6-7eb1-4a0c-9147-64dc5191f691,4c3cfbf9-003c-4212-81e6-24c8c771a878,İstanbul,Beşiktaş,Nisbetiye,2025-05-06 18:40:25.342
62ed9c0d-7d01-4465-916c-e6248071a390,f4ed4c6f-f711-476a-b7ce-a0a9ad427baa,İstanbul,Beşiktaş,Levazım,2025-07-15 17:52:25.106
f9d710f8-fea8-42b6-9dc3-03bf638f4931,3823576a-bfae-452d-a048-2e1cce719b90,İstanbul,Üsküdar,Ünalan,2025-06-29 12:35:08.490
73404bbb-797a-4ed8-afff-d6c79d3fc45e,20c004b1-b415-415f-a0d6-ac6c111c4f1d,İzmir,Balçova,Çetin Emeç,2025-05-12 12:43:28.102
ae24a346-21fe-4657-afa1-398b008d9e45,907216d3-ce53-4b1b-b8b6-8393610f39ff,İzmir,Karşıyaka,Yalı,2025-06-07 14:36:34.320
57285943-e50e-4c2d-8dab-515a6e6c02a0,5fdacd30-71a5-4a1e-a03c-7aab87a5050e,İstanbul,Şişli,Harbiye,2025-05-17 16:07:06.465
14711fc0-effc-4fb1-b381-bb9e15644c2c,9fc82ad9-52d1-4333-92d8-b68d7ef2c48c,İstanbul,Üsküdar,Ahmediye,2025-07-18 00:44:21.187
ceede515-759a-444f-9903-e27e066c28b3,5109a4ee-60ee-4b18-9166-ff86f132b622,İstanbul,Ataşehir,Örnek,2025-06-12 22:49:26.989
39c3ae67-1c56-4a4a-bbb4-15c393e03786,838fbb97-cdd4-425a-8e37-8afc62ee719c,İstanbul,Ümraniye,Armağan Evler,2025-05-28 01:50:04.021
16381532-4443-4e07-8a5b-ec2045c4b67a,90cdc17b-efc0-446d-bd2d-8f226edf5329,İstanbul,Kadıköy,19 Mayıs,2025-07-02 23:02:45.019
88e2a4d7-7db7-4e61-a004-d4a147f0b1e5,29696f7f-7f72-45ce-a543-33eedfc9f322,İstanbul,Kağıthane,Ortabayır,2025-06-24 23:35:05.652
9763f91e-3a90-476d-a054-2e67f62109dd,b1285734-3ae3-47bd-a921-346096947687,İstanbul,Kadıköy,Fenerbahçe,2025-06-17 13:43:44.748
a5533bba-826e-42a1-8aba-58ced1dcc83b,2e4a2819-1381-42aa-8124-e7f03ad18e48,İstanbul,Ümraniye,Necip Fazıl,2025-07-12 19:45:31.353
95f5a862-dca0-4974-858f-d5f35ff998a1,c87b9916-4afa-4c03-af38-ba5fca55f9c5,İstanbul,Güngören,Haznedar,2025-06-08 02:46:09.679
6ce5903a-b5ed-4bbd-ace4-49b5c7a6bc73,45aa8bd6-7bfd-4ff7-aa0a-24eb987871b1,İstanbul,Kadıköy,Hasanpaşa,2025-06-02 09:42:02.483
6e0348d8-0c7c-46ac-9fd8-e523f52c206a,caa89c56-5c1b-4190-a317-b10e7712dcb0,İstanbul,Büyükçekmece,19 Mayıs,2025-05-22 20:24:16.563
229a98f8-0635-4946-853b-ce5ed5b1b565,f0a45372-88cc-45ea-b65e-ac0d6a7c5e65,İstanbul,Ümraniye,İstiklal,2025-05-16 13:38:59.745
1f4cced6-cb33-4371-b851-039eb36593a3,c66beca6-9d3e-4c6b-8482-bf1c6f417dd1,İstanbul,Sultanbeyli,Mehmet Akif,2025-07-01 12:45:08.647
a0cbc6d3-75a4-4e8b-bb6d-cf29ff76e2e6,21a21bdb-7c96-4a14-82f5-bb254009d5be,İzmir,Konak,Kültür,2025-06-22 13:37:16.304
d17c56bd-2b09-4c90-814c-a993119f9949,8f01ae04-22cb-4a8c-9a59-d52c9411ba5e,Ankara,Keçiören,Pınarbaşı,2025-06-27 02:56:21.826
75e9ce91-abb2-4c54-a850-6a2d0a441f7d,d3903338-fedb-497f-a641-49084ac7b84c,İstanbul,Şişli,Harbiye,2025-05-11 10:29:40.519
b2443e3f-64a7-44de-8214-9fb9bf5daf89,4cdd42ce-9afe-47f2-9207-afb28a414045,İstanbul,Kadıköy,Eğitim,2025-05-20 15:11:13.668
c5be8a13-087a-4e87-ba72-51dd93517479,5b7931d6-b13f-41a2-a2f0-9c9a3d74c87c,İstanbul,Maltepe,Feyzullah,2025-07-14 20:29:28.356
832cb22f-d7dd-4618-bacf-06a4ad0aa77e,1101839e-8a97-42c1-b878-36e636ba7b03,Ankara,Altındağ,Aydınlıkevler,2025-06-28 11:42:00.666
4221cda2-e93c-4a65-b1c6-3a3e2a2a0ffe,df64721f-80fb-4c30-8800-7bd2f3155b31,İstanbul,Kadıköy,Caddebostan,2025-07-29 01:20:29.301
18ca0bfe-0926-4d4f-b99a-c3bb3218d1df,5ce737f9-7ba3-4f1b-8222-4edb37b0d290,İstanbul,Beşiktaş,Konaklar,2025-06-24 21:15:08.557
c053bfb4-a6e3-42cb-be0e-08ed5ade55c5,9189712b-91de-4142-9d04-23cc683dd52c,İstanbul,Üsküdar,Ünalan,2025-08-03 14:43:43.672
29fb194f-d187-44da-866d-0214610dc57b,27eea952-17cb-4f28-bdf0-c5d9a39d6173,İstanbul,Beşiktaş,Sinanpaşa,2025-05-26 14:45:26.399
5466dc7a-6d62-457f-9d66-ffdcd5590470,0cac6975-8cdd-48bc-841a-581f7e9a98e5,İzmir,Karabağlar,Doğanay,2025-06-05 04:14:07.446
df8065f4-251e-4ce3-a9bc-aab0b35b9a6c,60796c77-1564-43ee-8bdb-2333b08c2b36,İstanbul,Maltepe,Zümrütevler,2025-05-13 09:15:37.187
7e0e15de-5733-4d67-86d6-a0c272bb20e4,8a38bbd8-b883-4b65-95d1-d3f411e33ae5,İstanbul,Gaziosmanpaşa,Yeni,2025-07-20 00:48:48.043
95d4c6be-ced8-41c9-800a-6b5d38659edc,6dfa74bc-7e10-4b4b-bc2a-c1b23bd30f34,İstanbul,Kadıköy,Merdivenköy,2025-05-14 20:04:43.121
795d45ed-826e-4617-9c17-0e33c902b14e,d77700d5-70ea-4a6f-8289-270201581f68,İstanbul,Pendik,Sülüntepe,2025-05-20 09:28:44.384
f3bd85a1-b192-42ad-ad12-87ebf4e39484,add8101b-575e-426e-90bd-3dd23d1bb5dc,Kocaeli,Başiskele,Fatih,2025-07-24 22:57:08.982
a65a38e4-f7f4-4057-8fcf-e16c5ad4cbb4,8e6c3c7f-5cfe-420f-a278-4af003c5a903,Ankara,Etimesgut,Eryaman,2025-07-25 12:13:04.900
38b0f943-4699-4069-b9c2-206a77410328,4b3f6023-03a8-4d13-b919-f1dd84dee492,Kocaeli,İzmit,Ayazma,2025-07-25 19:53:14.739
f7783c7a-41d4-4837-a5bc-ce83871135f8,b3f4f790-9032-45ed-b2ae-ec93f776fc15,Ankara,Etimesgut,Altay,2025-05-08 10:08:45.947
4c39af97-00b6-4b8f-b64e-167542198577,92a4bc49-7405-4d71-a3dd-0801d3d5b4a6,İstanbul,Ataşehir,Kayışdağı,2025-05-13 16:00:25.458
35772d42-1946-4165-8063-24a59a8119f5,f080128b-a17a-40b5-91e3-b88481946613,İstanbul,Üsküdar,Validei Atik,2025-07-05 17:25:53.674
6f41e5b7-3ac2-4e7e-b4f0-3a905dd762fe,9d286b78-3f08-4898-8b18-f8f76a6a04de,Adıyaman,Kahta,Kahta,2025-07-19 18:54:21.383
ad960459-35ed-4a60-933a-79a8fcd74ec6,c50e60d5-ee27-42a8-b037-a847121c9b2c,İstanbul,Fatih,Aksaray,2025-06-15 13:52:55.759
bea761bf-3c9f-4db2-8357-f6c2948c1a65,430c268e-6320-4d2f-941e-01229b5ae37c,Adana,Seyhan,Gürselpaşa,2025-07-13 15:59:31.724
ffd9b070-6581-4b57-be2c-72eae36c3282,41aace9c-a120-4057-a320-a01c7e80235f,İzmir,Urla,Barbaros,2025-06-06 14:38:51.859
ebf8acf3-31fb-4911-9806-281ae533284d,58992ef1-9165-4a67-8dbc-a60fb23c9cf6,İstanbul,Beykoz,Göztepe,2025-05-27 11:06:21.850
697cf266-5445-443b-9c43-f6ef01a24fea,ab233c75-3513-4578-8a39-4a8768b68103,İstanbul,Kadıköy,Caferağa,2025-07-07 23:09:44.388
a46aeb07-7fa2-4cb1-84d9-99c1e0cf4bd8,3511d91d-5540-4f74-882c-b844270e148a,İstanbul,Sancaktepe,Veysel Karani,2025-06-02 13:03:22.309
c7f7e932-513b-47fa-9496-404a587757be,a799d08e-68aa-4bf3-adde-8fbf4ac14aee,İstanbul,Şile,Kurna,2025-05-07 03:24:58.894
9bed83a9-77c9-441b-9f9f-a8d169d62fce,d5747ac1-8c39-401f-b1ff-65a5fe8ac00a,İstanbul,Kadıköy,Bostancı,2025-07-03 13:54:54.342
a07b6541-74f2-43b5-8c4e-dc1fa7d245e9,d421b19b-43ef-4e96-a87b-38bc594c6e00,İstanbul,Kağıthane,Seyrantepe,2025-05-08 22:41:41.306
9e59368e-fcdd-49b5-a57e-37f3038cccb5,17a93684-df97-4a59-b184-f87d76657d83,İstanbul,Tuzla,Cami,2025-06-04 22:12:26.943
1bed6e0c-4e4d-4152-a6c4-f2b7dcb854ac,41837d5a-3c5d-4935-b50d-82499e19841e,İstanbul,Beşiktaş,Abbasağa,2025-05-14 12:37:17.327
5a1ad423-6e92-4df3-8a1a-0ca6f665f154,f3a515d9-c87e-4a28-bfa8-f598c9ce6b9d,İstanbul,Beşiktaş,Vişnezade,2025-06-08 17:19:14.824
fde71e1d-0205-43e2-96a3-90325d6e4e71,1c8cedda-423d-4120-95d4-840e07c3b0d1,İstanbul,Kadıköy,Osmanağa,2025-06-30 15:27:20.820
4c2157ff-2775-4d46-b0cb-f174508f3013,2b182704-2575-4415-aa03-afedd6544368,Balıkesir,Ayvalık,Ayvalık,2025-07-21 17:56:39.900
eb72fbaf-284d-4008-adee-13956b8ad16f,31f58ef0-40d2-43eb-8f48-38234b4d058b,Ankara,Çankaya,Birlik,2025-05-17 11:04:24.624
5343252d-552d-4bdc-baf7-d1e5661b90d4,bab1d3f3-6476-4bd4-b15d-d90384cc3044,İstanbul,Beylikdüzü,Barı,2025-07-11 11:26:51.267
e43466e0-a900-4c07-9f99-d5a514cb4b9a,a153b4b8-2871-4164-9de2-140a96ce594b,İstanbul,Kağıthane,Emniyetevleri,2025-06-15 15:32:56.761
44ce623f-beb4-498f-adfa-17e326651eac,d3c30d57-0edd-4f7d-84c6-0919374d64aa,İstanbul,Kartal,Uğurmumcu,2025-07-07 13:40:26.304
d63f9fed-0cc0-4fa3-acb0-0ae2fce5a66f,33d45312-a493-4a10-b069-7c5c2ad34067,İzmir,Gaziemir,Atıfbey,2025-07-27 23:21:02.543
e138f6c3-17d8-49e0-ad76-0d4e507856dd,71328e2f-2cf0-4262-8ead-e9195b496fd0,İstanbul,Maltepe,Zümrütevler,2025-06-04 23:50:58.458
216201ee-686b-46cc-967a-17a646cd7795,d9488d63-db7b-4236-b2db-78ecab7a0a30,Antalya,Muratpaşa,İsmetpaşa,2025-07-06 14:30:13.504
e191de79-609d-4110-ac87-68bb089fd2d1,ea01f2c7-b8f4-4fc5-8350-e8e78da138e5,İzmir,Buca,Kuruçeşme,2025-07-02 19:30:28.056
bca458c2-2413-442b-98ae-0c39f2dba386,a6802e6b-b0d4-49c5-8d9c-805f4cae2d4a,İzmir,Karşıyaka,Demirköprü,2025-08-01 14:42:09.956
c34534f8-d21e-4689-a547-9d62d6b275c7,b48e1ac7-88a7-476f-8c73-a8eda058834e,Adana,Çukurova,Çukurova,2025-07-19 12:04:55.520
0468de5d-e503-4ff4-9026-cf1eb1ca83c4,8a38bbd8-b883-4b65-95d1-d3f411e33ae5,İstanbul,Beşiktaş,Etiler,2025-08-01 02:29:12.419
f20825c5-9c8b-4c6b-9cff-f4eb674c1c25,40ee5e53-1f8a-4639-be26-55b1d86753af,Ankara,Çankaya,100. Yıl,2025-07-07 17:27:41.892
ab9dbedd-7122-43de-a94f-feb3bdf56d9a,8af4a498-191a-4dff-bf46-7ef9e87b5b52,İstanbul,Beşiktaş,Etiler,2025-05-10 17:34:30.766
9d19eadb-31d6-4cb0-be0e-9349ba063eae,ae29fde5-ca61-48e1-bb07-83974d95791a,İzmir,Dikili,Bademli,2025-06-12 20:01:41.106
0356abb9-d50f-46fe-84e4-c36c0a5f35f1,6cc36fd4-9d9a-45b7-be5e-c0aa096b4a65,Ankara,Çankaya,Anıttepe,2025-07-28 05:08:47.448
e3c2b2a9-9960-43a9-8195-587c0bc5ccb2,050ca78e-017d-4829-b15b-5cd07b14948d,İstanbul,Eyüp,Çırçır,2025-07-03 17:31:34.275
5f0e6038-8ca9-4779-a78e-b2d26ff6ae98,aead2028-4f4c-4590-b772-8b7d0c9bef1f,İstanbul,Büyükçekmece,Karaağaç,2025-06-22 21:18:08.051
997064c0-c871-4ad9-8e0f-c627a3a29aa3,17ae0980-2ca8-45be-8600-392a9f548494,İstanbul,Çekmeköy,Taşdelen,2025-06-07 04:37:10.623
186b60df-7555-45b2-8e70-6411d69e93b3,e71d88b4-b565-48e8-8975-b3841fe5fd05,İstanbul,Kadıköy,Merdivenköy,2025-06-10 20:10:35.163
b9729fe8-39c1-496a-997b-afb356a7127c,5c5f29b3-5771-459b-b8ea-b6df5e392852,İstanbul,Esenler,Fatih,2025-07-02 21:07:19.774
3597ed2c-97ba-4131-a73d-fa981541b0fb,ef2e1e5c-66e0-4639-935c-a62e60fe599a,İstanbul,Kadıköy,Eğitim,2025-07-15 14:28:46.699
4f3c1398-55e8-49e0-aaad-b431bb0fbf4e,fe927f73-228e-4599-b80c-5912dbbe621c,İstanbul,Beylikdüzü,Barı,2025-06-29 11:19:35.803
461ec11b-7d4d-40d9-95a9-e76f1d409258,742b3800-8c1d-48bc-bc0f-d78080c046b1,İstanbul,Küçükçekmece,Cennet,2025-07-24 01:19:17.394
dca3cc64-b9c7-4409-a762-b0b1c46d7f2c,ba7f70e1-a19f-4367-baf4-daa5d940d53a,İstanbul,Kadıköy,Caferağa,2025-08-02 11:46:18.046
7fd7e332-0cae-42a9-b058-b615f051ddca,86443a17-cb07-4aa9-8c8d-66b1c5f2fc97,İstanbul,Sarıyer,Poligon,2025-05-20 23:01:33.978
c92c62ec-7b40-48b7-ad9e-18d5a343b3c6,6aed7e15-6106-4f05-bff8-f337c1a740a9,İstanbul,Maltepe,Altıntepe,2025-07-08 12:17:18.595
821ee904-ba41-4cd2-9ff1-d41546bc9333,4d86c58e-4efa-4004-b63f-dcdce9d185f9,İstanbul,Pendik,Ballıca,2025-06-25 04:55:30.623
1014d15c-2091-496c-be9a-5da75e964493,a1b11e82-0f67-4ffb-905e-1fc07605dc1c,Ankara,Çankaya,İlkbahar,2025-06-17 20:22:53.527
480363a5-8e36-446b-8b79-54742306d3c8,b37aedd6-a430-40cf-a8a7-1d061948010a,İstanbul,Kağıthane,Sanayi,2025-07-19 15:01:35.298
63639b32-1679-4872-af77-763c402d6f28,f913bc57-ea76-444d-87e7-8eac6edc2378,İstanbul,Sarıyer,İstinye,2025-05-08 10:34:13.028
32a0f69c-8509-4fbf-af89-bede916629ce,f53baeb0-e89a-42b7-968c-a1a5b3f0b81a,İstanbul,Kadıköy,Caddebostan,2025-08-02 15:19:48.703
e5e1ea99-b782-4d31-8c08-941771173cae,e4a00711-5258-4352-b051-a38c7fcbe8f2,İstanbul,Beykoz,Yeni Mahalle,2025-06-27 12:14:53.296
5345be12-fc8e-49b5-9f2d-dfb8a88e8c94,86116e29-ec08-41c0-a26f-5428627f3bbc,Manisa,Yunusemre,Mesir,2025-07-14 15:57:21.566
0633a38e-1052-4b0c-853c-c41b5b35950f,c362eabf-1616-4f3c-9c76-bade8840ee13,İstanbul,Üsküdar,Küplüce,2025-07-12 12:46:31.707
d6b034c1-b500-4b77-981b-0a04e718d5cd,2d551f6b-9eb3-4db2-a018-c8e21b0f9636,İstanbul,Pendik,Kaynarca,2025-06-18 23:03:26.561
5b5730a1-6029-44f6-a043-e74314ecf177,9a82e44e-197b-423d-b3f3-9e238e85661e,İstanbul,Şişli,Eskişehir,2025-05-15 11:58:20.581
0c703596-a876-462e-a761-7c729c2186d6,45837cea-f1a4-46c8-8c25-31e34920a946,Eskişehir,Odunpazarı,Odunpazarı,2025-07-20 10:42:25.125
0930d5ba-122b-42fd-a4ed-538441c6fc1e,f6671532-cb46-4a92-ba97-56c59d050376,İstanbul,Beyoğlu,Asmalı Mescit,2025-06-12 10:54:08.118
56b35a98-1e32-471d-ad37-1b91aa82aa74,350cf2e7-4e61-4903-8cb9-8df1aa04d88c,İstanbul,Çekmeköy,Mehmet Akif,2025-07-10 00:33:55.010
86b216bd-8f03-4b5e-a7d3-000531dba0b9,8cd262d6-c8b8-4516-b96f-0d33d6a0a8f2,İstanbul,Sancaktepe,Emek,2025-05-21 20:37:43.558
8dc22523-9ff1-417c-93f7-ad9904b983bd,95a7c0f6-d1b5-41fa-8d0c-29975ff2f74a,İstanbul,Beşiktaş,Bebek,2025-05-25 13:48:38.953
aa975292-dc57-4298-9b6d-99f9eb32b997,651a58b6-db81-43af-8e77-7d444a99c3aa,İstanbul,Eyüp,Göktürk Merkez,2025-05-20 13:35:08.185
fb8d7913-446a-4835-b03a-97ce696290d5,6cf0d088-1402-4280-aeea-902d31998b0e,İstanbul,Sarıyer,Maslak,2025-05-20 00:23:23.584
a13f4b4b-b8f5-4bf4-8871-1216f67c38d3,b9c84559-3905-4424-987d-5c65b448c94f,İstanbul,Sarıyer,Rumeli Hisarı,2025-07-29 00:20:11.349
37a69a18-968c-42b2-8ba1-bd8bf86e7200,a1e27836-30a9-42e5-935c-1dd32c079bfb,İstanbul,Bahçelievler,Şirinevler,2025-07-23 19:45:39.122
3f9895aa-d312-4b99-892f-65450faf31ca,53c5989f-1e65-42da-bc36-b2fa1c1f4533,Ankara,Çankaya,Aşağı Öveçler,2025-07-31 23:58:27.063
61cb9cb1-05a6-4763-bf49-69679cc14893,9709866a-61b4-4ad5-81c8-bb4c6d56451e,Ankara,Çankaya,Muhsin Ertuğrul,2025-07-04 15:19:33.245
271cf95a-bbad-446b-8cc8-16f6f97e8009,70aba7d2-7a2e-42d9-94d9-d086cfee4aae,İstanbul,Ümraniye,Şerifali,2025-07-01 22:50:02.779
3542bb95-133d-4000-80b4-e845ca8e9359,9bd4c1d8-2b4e-462d-bb25-c3782ef8cf9e,İzmir,Çeşme,Alaçatı,2025-05-25 10:52:40.703
af893cde-da04-4afa-9a31-9aeab794b5f7,159067fa-1d38-4b00-ba97-c2c8b2df6d0a,İstanbul,Kağıthane,Seyrantepe,2025-07-20 14:13:17.723
0af5fdab-3318-43b9-a374-07aeb76612e4,b5c2b9e2-734d-42e3-98c9-fc8f537e58fc,İstanbul,Şişli,Fulya,2025-06-13 00:19:24.685
64fa4fce-a4ad-4701-ac92-afe453e6021b,12b8e305-14d8-4c63-b3f2-0c8ed8a5aa6a,İstanbul,Kağıthane,Hürriyet,2025-07-12 00:15:27.745
c8e9c3f9-646a-483f-896d-3ad41bf5464c,f3ffc399-6df7-419a-bf3c-5cdf38486a6c,İstanbul,Bayrampaşa,Vatan,2025-05-10 09:40:35.144
d1688acd-a74f-4897-a6b9-ac936f9a0f3e,4b5933ba-2cb3-4915-b466-35f046325327,Ankara,Yenimahalle,Varlık,2025-06-02 19:54:40.452
b1afb7a6-54f6-4751-afdc-1f0df99b30ea,fe7c6bbe-b180-425e-b5d5-43c2b351563a,İstanbul,Kadıköy,Caferağa,2025-06-25 08:42:37.734
ef7e4eab-15e6-48dd-8265-3c80a6219c21,edf7bbfc-7556-44dd-b454-f993e6734db8,İstanbul,Kadıköy,Kozyatağı,2025-05-27 15:47:10.002
93f039f3-b189-4c16-bc47-31b6612fca8f,06d015bd-37a4-4636-9b4a-0c701b7a3f54,Ankara,Çankaya,Ayrancı,2025-06-10 12:18:56.993
8d6cc595-5a1b-4dfa-b13b-d3e01ac7d152,f4a27e7f-f76b-4300-bf20-fa45005b7002,İstanbul,Bayrampaşa,Yıldırım,2025-06-29 19:13:08.933
c0de9934-4ec6-442c-a1c0-5f505def3612,a6c24314-d8c2-4c5e-b532-550cb71af62f,İstanbul,Bağcılar,Bağlar,2025-07-02 00:19:20.266
8bc42135-f70c-45b0-acbf-e56829a58874,41bb8dc4-a35b-4a79-bdb7-3a81e339e459,İstanbul,Bakırköy,Yeşilköy,2025-05-24 22:01:14.984
a16dae0d-cbe1-4904-aee7-ce94b41ac445,6f02999f-3f07-4078-9145-f7d5d14df134,İstanbul,Ümraniye,Huzur,2025-07-11 20:49:07.025
7f5e4970-0de3-42b3-8ea0-f43df40b9ba5,92904065-4ed0-4fff-869d-b625e4402272,İstanbul,Ataşehir,Küçükbakkalköy,2025-06-30 10:20:02.774
2d0169ba-ca2b-4aca-8d79-012d80ba5fbb,4ce1e652-8302-4bca-88a8-60159d8bc931,Ankara,Mamak,Akşemsettin,2025-07-27 02:23:08.719
d93e9b1b-bedb-43e2-ae45-00737fc84821,61995cb8-14d8-4308-a636-2db7ac5291d7,İzmir,Seferihisar,Camikebir,2025-07-09 16:26:38.592
199fcf1b-4884-444f-b71d-e81d1905b380,f6c0c5fa-71f4-496f-afb8-22f2169d9a81,İzmir,Buca,Aydoğdu,2025-06-06 22:39:43.146
7ec74018-7779-42ef-b4e8-0cfe7bff8ca1,92e2d4ea-e619-4a4b-be92-8d2c64b42620,İstanbul,Sancaktepe,Fatih,2025-06-18 10:15:50.883
2ccda4d0-fec8-4a80-bfb2-c3598266a54b,88b564d6-8057-40ab-b1d2-8f44d4742d7a,Ankara,Çankaya,İlkbahar,2025-05-29 14:04:36.933
975124df-1460-4b31-85ff-260dec4fd687,6070fc94-8854-4e8e-b2b0-9f2aec0c6fb4,İstanbul,Bakırköy,Kartaltepe,2025-05-18 17:23:28.699
d302867e-f2d1-467f-9e31-025837b5fc3a,4ee31085-23d4-4043-9287-81c77e4c9646,İstanbul,Beyoğlu,Piyalepaşa,2025-07-12 14:57:44.815
2784adba-358f-4b57-8fb2-9268d6091592,96ac6fa8-e773-44a7-80f0-2357726cf3b7,İstanbul,Kartal,Orta,2025-05-18 15:06:52.570
fde63fcf-5bdf-4f0a-a9aa-d3330242d798,34b8f9b4-d63c-41f3-bead-4f861f1fcd74,İstanbul,Kadıköy,Göztepe,2025-06-29 23:49:42.922
a4e273ce-82ac-4a0f-8800-a156bfa6293d,a8f97ad5-d22a-4221-ba51-1ab66670153f,Ankara,Çankaya,Ön Cebeci,2025-07-20 11:52:38.208
7b9b8295-3ded-4d3d-8857-e82b8d40ba9c,1d49b5ac-1d50-4090-885b-e35fa27a6ddf,İstanbul,Beşiktaş,Nisbetiye,2025-07-29 00:32:06.516
5f6c7b32-501d-48e4-adcf-465ae8d72d86,900bca9d-bc40-4e7b-9a2a-d95be06f6b9d,İzmir,Karşıyaka,Bostanlı,2025-07-06 10:16:37.869
758a715a-3065-43e9-a8d2-bdfc2959e714,f21bcbe8-9f6f-4789-b0bc-5e191a0fab31,İstanbul,Esenyurt,Merkez,2025-07-22 17:14:11.392
0b932668-1071-4497-884e-f725616a4e3e,406b4448-55ec-407e-b487-66eb6b40ba9e,İstanbul,Şişli,Cumhuriyet,2025-05-23 19:45:36.262
5412ca11-1d74-4f31-bfc7-065c3c4c121f,5b4c7d96-7126-48c8-81ca-b08e70dab6da,Adana,Yüreğir,Yavuzlar,2025-07-18 01:49:56.226
cc4dc08c-ceab-433b-8cc1-f8e8ed006292,41bb8dc4-a35b-4a79-bdb7-3a81e339e459,İstanbul,Üsküdar,Bulgurlu,2025-05-21 16:34:30.356
5e3ce905-2283-4535-ba94-6525603e65cb,be209718-3b62-404f-b0a8-eb9c417b90aa,İzmir,Seferihisar,Camikebir,2025-06-16 21:44:21.225
7557b769-bdde-4df6-9ed3-635c4dd395b7,200f0986-63da-473e-86ab-5cbe6e3f19d0,İstanbul,Küçükçekmece,İstasyon,2025-07-22 18:48:09.970
78c2d865-e3fd-4e9a-a959-7d7277c7972b,36f6537f-b10b-49a9-9315-ad5e51cda8e3,Kocaeli,İzmit,Alikahya Atatürk,2025-07-09 09:31:43.391
28acf574-47d8-4212-9d3c-bb3e53e9acb7,adbd43c9-06b2-46c8-a5d7-66ff99969c33,İstanbul,Maltepe,Küçükyalı,2025-06-29 19:45:07.612
