catid,ownerid,breed,birthday,weight,gender,isspayed,cataddedtime
47cf882a-972a-47f2-ae46-e6e85d91f53f,3b616be6-dd7c-4998-ac29-6b8bbebc7da0,Sarman,14/06/2020,7.0,Female,True,2025-07-09 22:23:56.491
75126345-c60c-4e58-bde2-1151b3e54057,34fe690b-5b3a-4718-b245-d76a84841667,Norwegian Forest,07/05/2022,2.0,Female,False,2025-06-08 11:12:38.624
e4935c38-7565-4a97-95d8-788eae005509,31804004-7084-454c-af92-9270189d1520,Scottish Fold,15/06/2024,3.0,Male,True,2025-07-21 09:51:27.201
eade7cb6-dc2d-47c6-9b8a-fabc709cd7d4,6ac71678-3f6e-4123-8fa6-9957fb37039b,Uzun Tüylü Tekir,17/02/2022,4.0,Female,True,2025-07-06 18:44:47.404
b1113eff-03c1-490e-90f5-763c5339ef17,9ca794c4-dc06-442b-80e3-c02870870122,Scottish Fold,03/11/2016,3.0,Female,True,2025-07-30 23:24:30.435
5607eb28-51af-4cef-94d0-380010023241,9f9f3d69-e221-49fb-8b43-41fbb566139c,British Shorthair,05/08/2016,7.0,Male,True,2025-06-26 13:47:52.121
70777452-3357-4a3f-b42e-b7340a48a643,d1317bc8-92ec-4486-98f5-a24af4041937,Tekir,19/04/2023,3.0,Female,True,2025-07-14 01:32:10.547
4e2f361f-722d-4fea-99d8-91d1afbec05c,6e0f8c56-898f-4488-8a4f-2835f397490b,British Longhair,02/07/2024,4.0,Male,True,2025-07-16 16:29:19.202
bb65e195-f5a9-44b9-8075-c3cb98873850,69b63e59-d3c8-4163-b5c2-4d1ed9d3d4aa,Tekir,20/10/2024,4.0,Male,False,2025-06-09 23:25:04.613
740514de-894a-49c3-b2a5-ce6deb41388d,fff5a4ce-02c2-48b7-a558-4d9095f48c72,Tekir,25/05/2025,1.0,Female,False,2025-05-28 17:10:16.117
1eefa8cd-21c3-451d-8b4c-8230c92242b1,14b205b6-cf52-4596-b2c1-4065a2f62141,British Shorthair,27/02/2024,6.0,Male,True,2025-06-27 10:24:32.329
a41f242f-3d2f-40bc-88b3-6c9779ae5aba,55832e2b-d627-42cb-9d99-22ca037265cb,Sokak Kedisi,07/09/2020,4.0,Female,True,2025-08-03 01:56:53.641
eb828414-9f25-4131-aeef-26dbaa6dab15,71328e2f-2cf0-4262-8ead-e9195b496fd0,Van Kedisi,12/11/2019,6.0,Female,True,2025-06-04 23:50:21.855
9ec2f121-828a-471d-b95e-2d5656bb6893,a99da374-2aa3-4789-848f-c763d147dcf6,Üç Renkli Tekir (Calico),30/06/2025,800.0,Male,False,2025-06-30 10:34:41.965
d3b18b39-bf94-4c98-a2aa-0cadc2ed5f42,a5452004-7498-469f-89e0-4efea11b50ff,Sokak Kedisi,29/08/2011,5.0,Male,True,2025-07-10 20:00:04.788
0cd0c7e4-7d34-483a-ae63-93a56964f177,e058feac-4c61-4de8-9e35-8a4ed93409fb,British Longhair,10/09/1996,3.0,Female,False,2025-07-01 00:01:05.263
f5bc28d6-cbb4-4012-ba67-f18eb89ef625,566eda85-4d5c-4c7b-9c24-26fc2e042ac2,Scottish Fold,07/05/2020,5.0,Male,False,2025-05-14 20:35:27.889
da40f9f2-0f65-4fe5-a0de-7097789d091e,b5c71ad2-1fd7-4e2c-a847-43041d155499,British Longhair,01/03/2024,2.0,Female,False,2025-07-04 00:00:55.781
cffb9735-577c-41b8-8df0-9cf9ff87eebc,9d2a5b92-022b-45b3-967b-51e1d0d9aa0d,Arabian Miu,24/09/2020,4.0,Female,True,2025-06-26 10:45:19.521
bc3d9a57-6d48-487c-8a0b-8e89db75b712,82c5ae3a-4690-4a84-8c9e-0831d11b8760,Scottish Fold,29/06/2024,3.0,Female,True,2025-06-29 11:15:31.460
994dca97-9bce-492c-bf84-bfdf4fa132a0,e53aafff-3f36-4481-819f-9f0240d977ac,Sokak Dedisi,03/08/2012,5.0,Male,True,2025-06-04 14:43:30.574
5bc6431a-8f5e-4e43-a6ea-05c034237a7e,a1e27836-30a9-42e5-935c-1dd32c079bfb,Van Kedisi,07/04/2013,1.0,Female,True,2025-07-23 20:02:54.879
5291cdfa-7bdd-429d-b5ae-03b17a63c34f,26617d22-00ff-4fb2-94da-939badaa1fbb,Tekir,27/07/2023,4.0,Male,True,2025-06-26 16:45:52.620
cbd3e809-efae-424b-8e60-e5078f005763,b8a3dc2c-e1a6-4608-a631-3100e56f5ef1,Brazilian Shorthair,18/02/2024,5.0,Female,False,2025-05-09 00:40:35.809
59136b6f-62b5-4421-bbaa-79b8b4c84546,f8733a39-2f12-4d0f-9da9-0501daf7e0dc,Tekir,03/08/2020,6.0,Female,True,2025-07-24 16:03:14.057
dae416d9-5c41-4843-bf56-7dee6e0419c0,c0f15b68-29a8-4ea4-a49d-0d0c38287e09,Norwegian Forest,23/02/2025,2.0,Female,False,2025-07-01 18:14:42.839
ca147fd3-d3b4-4ae3-9176-60969ca1d160,2510390d-b182-44ef-8022-ce50e9d5b497,Bombay,13/03/2023,6.0,Male,True,2025-05-08 13:08:32.794
8946cbd9-8c03-4248-8b81-03738a7c81dc,f4ba6096-523e-4916-b606-febde8e291f6,Smokin,17/03/2018,5.0,Female,True,2025-06-06 12:48:33.981
35820296-6993-47a2-acf4-979ac7e7370e,899e74da-646c-401e-b53d-fbc56b705f54,Bombay,11/05/2021,6.0,Male,True,2025-07-12 02:20:13.411
ce7ce008-cae0-4607-bd9c-73ae60c79ca6,589674fe-5ff0-4006-99c8-5d7f4575dd69,Tekir,17/03/2023,4.0,Female,True,2025-07-26 01:44:03.980
941e5473-1ea1-4394-96eb-dedbacd390fc,25375f05-5dfd-40fc-a237-d436a1206c84,Smokin,05/07/2023,3.0,Female,True,2025-07-09 10:22:51.836
0542c33e-8db2-411f-a87b-97e1a6238218,0ad245cb-00c1-4232-9e9c-b448c6157a68,Uzun Tüylü Tekir,07/04/2023,2500.0,Male,False,2025-07-17 18:16:09.365
810a69b5-5d83-4aab-9e49-72703edfa518,2ae4c873-79d9-4358-b3c7-19084323db30,British Shorthair,13/05/2012,6.0,Male,True,2025-07-21 16:55:28.924
feed2e3e-de92-4333-b4b6-14f1ee5e4009,37354008-3944-455a-8d44-a7e2d0124d11,Scottish Fold,10/05/2024,3.0,Male,True,2025-07-29 12:56:17.410
61370f30-0e25-4a85-a50d-cc077990e928,2ae4c873-79d9-4358-b3c7-19084323db30,British Shorthair,03/08/2012,10.0,Male,True,2025-07-21 16:54:33.908
36555a19-e587-4b0e-91c1-b3e6d2f3cf40,9d2723c9-17a3-41bf-b1b4-786079ee69d3,Tekir,11/01/2001,4.0,Female,True,2025-06-04 17:49:08.352
d5eec39f-b6d0-4109-a7ec-cc98c9d22e09,c2e937c2-3aea-41b3-bcac-a64373dec69d,Domestic Longhair,03/08/2015,8.0,Female,True,2025-07-07 11:59:41.965
99ac02ec-c46f-41fb-be83-8553c0e7b025,594fbf7d-19cb-4437-9b7d-39264787b5ec,Norwegian Forest,03/05/2023,2.0,Male,True,2025-06-02 19:50:12.466
a20db840-1cef-49d7-8768-5e7c6134912b,11a5c3d0-a875-427a-8395-86bc95876827,Sokak Kedisi,12/03/2012,8.0,Male,True,2025-07-10 09:07:46.594
80d905ca-5190-4162-bdd2-bad8992ef0ad,c12b6042-d524-40db-84eb-ceea6cab9d92,British Shorthair,11/03/2025,4.0,Male,False,2025-07-11 03:08:40.315
60aef3ca-a3a3-4e40-92bd-4a04cbc9b083,140f9000-7d17-47fc-b39e-3786b3941eab,Sokak Dedisi,01/09/2020,7.0,Male,True,2025-05-08 23:45:29.686
11bab8cf-2a59-42c5-968a-fcd339532f15,afa4a1e8-37ac-42f5-9052-01b8c2690926,Norwegian Forest,30/09/2024,3.0,Male,True,2025-07-06 13:06:48.258
63405b25-f2b8-4a4f-a134-970ab2e97994,276c0f0b-5a56-431c-bd18-d7339bc33b2f,Tekir,02/08/2020,5.0,Female,True,2025-06-27 12:53:26.421
efc355bf-74a4-4883-a38e-a79b7fe05f0e,a9648ac5-4d78-44de-902a-8704a2731c7e,Tekir,16/07/2024,5.0,Male,True,2025-06-10 09:12:47.248
7f45f94c-cac2-4194-a910-613f351ce725,63e1a399-b113-4bbc-a864-dc6c47bdd65d,Uzun Tüylü Tekir,25/03/2025,1.0,Female,False,2025-05-27 12:05:53.231
f6c7d7bd-c321-4f17-8fd9-4dfc6a744a92,987091b1-07d7-483d-98db-c2fb805b87f3,British Shorthair,10/06/2023,6.0,Male,True,2025-05-17 01:08:26.399
32180ffb-81e0-4c9c-9cf5-c0a17e5f1dbd,b9c84559-3905-4424-987d-5c65b448c94f,Tekir,03/08/1996,9.0,Male,True,2025-07-29 00:23:54.506
982c075e-6d1c-4765-8566-339bfe0fc411,c66ecac1-c487-4e15-a027-dab19d6f94ce,Bombay,23/01/2022,4.0,Female,True,2025-05-21 09:53:02.634
8d5b26ec-8193-4421-be8c-2ae2cc39f2d0,3f8007a5-5eda-44b3-a42e-b3e7f760de09,British Shorthair,05/06/2023,4.0,Female,True,2025-07-12 16:24:44.966
3242b8dd-fd84-4f9e-9b68-9ce8235db49d,cc753a94-ac7c-4911-9701-7bb7139b372e,British Shorthair,02/06/2024,5.0,Female,False,2025-07-04 05:49:14.177
2f3b3985-e72b-4e91-bbfd-7f9684223d0e,93b83465-216a-4186-bc28-22f79606da4b,British Shorthair,10/05/2023,6.0,Male,True,2025-05-19 17:32:59.133
1db1b904-4191-41ff-a03b-202fef1f0f36,8a746ccd-029a-4d87-818b-bc3922ebbeb7,Persian,26/07/2023,6.0,Male,True,2025-07-18 01:06:19.008
f632e17b-92ab-4971-b159-f153d5ff50b8,0aaf8ec1-334f-4265-b11a-c9f9f45a3358,British Shorthair,14/04/2024,4.0,Female,True,2025-07-11 21:06:10.923
94db3649-03dd-43d4-9e7c-2ef78940e11b,9e44ffab-fd49-4410-9dbd-dd411b47be82,British Shorthair,15/01/2025,4.0,Female,False,2025-07-15 10:51:52.438
d858a6c8-6d6f-4578-a025-6c64ff5c8340,971ca025-dfab-46c1-865b-54f16b459ea2,Tekir,02/11/2024,4.0,Male,False,2025-07-13 18:52:51.360
0fdd457f-a73a-48a2-91fb-ce11e18a4b46,35e6e681-1888-42d9-8720-42f80f30df66,Sarman,06/05/2023,6.0,Male,True,2025-07-03 16:04:29.581
fb438f03-68b4-4a4a-a535-c42832494957,5b7452b9-7c0d-46f0-a1e0-0f00d580e390,British Longhair,13/10/2020,3.0,Female,True,2025-07-27 02:13:42.165
981cff50-91a3-4d4f-84e4-848195efacab,d33020f2-46c7-4cd1-ad6f-0815b5917c9b,British Shorthair,07/05/2020,6.0,Female,True,2025-06-20 03:38:16.204
79687902-6704-46bd-b955-0f46e275e70c,2a6e5cbb-dae7-43a9-88ac-2e8ad1f672ba,Tekir,01/01/2024,2.0,Female,True,2025-05-20 19:27:43.989
29da3d59-2150-4add-a9b1-88cca0ece0b8,61212792-ea93-4c5e-8bcd-51e7167f3d79,Sarman,01/06/2023,5.0,Male,True,2025-05-27 15:06:48.574
181a0066-0550-4621-a2fb-de93e7c58d0f,e0513e65-8573-46b8-bf77-4bdd21ba621b,Tekir,02/01/2021,5.0,Female,True,2025-05-21 19:42:44.179
3fcf3498-35c3-4a50-acec-5af2f3ddb997,3b616be6-dd7c-4998-ac29-6b8bbebc7da0,Tekir,10/07/2024,4.0,Male,True,2025-07-09 22:35:37.923
e0919daa-9b56-4faf-91ad-a88a171a1418,c65bfe09-9539-437f-8d0b-eeb501cf386f,Tekir,01/03/2023,3.0,Female,True,2025-07-07 23:49:47.031
ccef5f49-1c60-41cb-ba59-8ffc5f52ed7f,49c7f15f-536b-4220-b98d-38bab8f1e2ab,Sokak Dedisi,14/04/2023,4.0,Female,True,2025-06-01 05:19:56.575
48a67a1d-e88d-404c-b303-4049d89f0c54,3e19a7d7-e142-4c58-acbf-d78df3cde934,Sokak Kedisi,03/08/2019,5.0,Female,False,2025-07-19 04:54:52.623
116e51c3-d49a-4842-8c7b-1318061958d2,442f4150-0aa1-49bf-b468-1ec62150cff3,Ragdoll,03/05/2024,3.0,Female,False,2025-07-21 12:00:18.197
6cc56118-3b94-4a7a-9354-ff8f78431362,a07bad1c-8f52-4b42-be99-0490c7261073,Sarman,14/05/2025,3.0,Male,False,2025-05-31 01:02:46.485
4a169930-d7e5-433c-a39e-17fd722823ab,2e4a2819-1381-42aa-8124-e7f03ad18e48,Bombay,24/11/2024,2.0,Female,True,2025-06-03 13:18:48.026
039e2a1d-8de4-40b6-a4e1-0de5525690f1,ea661c0a-f379-4654-a9d8-48aec944b54d,Sarman,02/08/2022,4.0,Male,True,2025-06-28 00:51:23.072
24e65e15-45d7-452b-acc0-12380c48df92,6f2bf8d2-2e79-4c1e-999d-ff3ef4a5be25,Sokak Dedisi,06/05/2025,5.0,Male,True,2025-05-06 19:12:02.393
d3834d3b-d835-467e-867f-4a6188f51aaf,edf7bbfc-7556-44dd-b454-f993e6734db8,Sarman,15/06/2023,6.0,Male,True,2025-05-27 15:46:11.047
39c9669f-650f-4d6d-9add-c7705273d71e,0465cc1d-66f5-4ef9-94b5-c0df33a26ea2,Scottish Fold,02/05/2021,4.0,Male,True,2025-06-05 20:42:55.379
7eab3ee0-0394-4310-a3f1-c2cb2060bd4c,e4b76ae9-bba8-4d51-869a-dae58b178f9d,Scottish Fold,03/08/2022,8.0,Male,True,2025-07-08 14:03:59.484
43062a6b-9855-4d47-87b5-1a8b7949385f,63b8a13c-cc44-4679-8f87-b32c70ede444,Scottish Fold,03/05/2020,3.0,Female,False,2025-07-23 07:29:20.335
86364061-e189-4ed6-a21d-cb0755c65312,20cadfa8-faa3-4960-a01c-7ac4287447fc,Uzun Tüylü Tekir,03/05/2024,9.0,Female,True,2025-05-14 15:45:25.505
3f191bfd-a5d0-4f7a-8230-49258cdb4f23,43499f8b-a0b8-4dd2-9173-7ec289e49b2d,British Longhair,03/03/2022,7.0,Male,True,2025-07-17 15:33:10.343
681183e7-d381-49aa-add4-99f9068ec83a,04b177ac-0443-4a37-ae1f-8a3f9293e20b,Tekir,03/08/2023,7.0,Male,True,2025-07-30 12:54:58.455
3bba70f6-b4c3-45ab-8970-f6d1a345a994,360213d5-b5cd-4d37-9648-216c0a306614,British Shorthair,15/04/2022,4.0,Male,True,2025-07-27 16:39:08.133
22100f1d-833d-429b-afb1-5fdb27178b2e,9e7df1ec-a562-44ea-952b-a7e591153ab9,Asian Tabby,21/06/2020,4.0,Female,True,2025-05-31 18:41:55.170
0fbb49a0-3b36-4b7c-91ea-25007a06988d,41e36803-fa18-4142-8506-39214a270863,Tekir,05/05/2023,10.0,Male,False,2025-06-06 16:02:21.324
b3818595-ffe8-4a0e-9401-e4a2c37701ed,647bccb9-88da-49fa-9832-ac38a010c455,Sarman,03/06/2023,4.0,Male,True,2025-06-09 20:42:02.932
86b3aaa9-a38c-4f01-8f8d-557ccd61acdd,c66ecac1-c487-4e15-a027-dab19d6f94ce,British Shorthair,23/01/2022,5.0,Male,True,2025-05-21 09:49:51.621
7890ee76-0e75-4c34-a5ba-dbde7f552ebf,6254c688-f311-4d0c-8cc3-cd66e92f6142,Scottish Straight,10/08/2021,5.0,Female,True,2025-05-20 22:17:06.759
1791d960-9cf4-4970-b8b5-9faec7f0dd49,8e95f926-ddd1-415a-a583-6c0e9cc01a65,Tekir,02/11/2023,2.0,Female,False,2025-06-05 10:10:26.011
db40dc71-7649-44dc-919f-a63b25065a7c,370d7dbb-98fb-495a-a342-49e0066f0cbc,British Shorthair,05/05/2022,6.0,Female,True,2025-05-24 01:30:33.221
da2881dc-9182-41e4-8765-53972d4d2ab9,c3df5d8a-b3b4-44d4-9053-7d517edb43e2,Tekir,03/06/2024,3.0,Male,False,2025-06-28 16:06:01.843
6e182213-c83c-49a3-9c5a-1ec7293cb7f8,5f06f8bf-12a3-42d8-8ca4-5e1f4be6b4d6,Tekir,02/08/2019,7.0,Male,True,2025-06-17 10:08:07.185
5f874da3-c246-4b30-9720-3592faeba857,68099017-69b7-457c-b6e5-9d1f17cb164c,Sarman,16/06/2020,6.0,Female,True,2025-08-01 18:37:40.265
d6a271c8-f387-40c0-a369-3ebfef352988,4cf6bd42-5567-41a2-ad7e-9efb83bf6387,Tekir,01/08/2022,5.0,Female,True,2025-06-15 01:31:11.433
afbafabb-6190-4077-86ba-667affb39a97,113cd1f0-1e26-4972-9267-48f54bd24a28,Sarman,02/08/2016,7.0,Male,True,2025-05-16 13:01:56.307
c94e56ae-5d4d-4202-8d97-778f0b4e5c63,cd2e610e-65a8-4c47-a865-e1f27b6d9fb8,British Shorthair,10/06/2022,4.0,Male,True,2025-07-13 12:14:04.504
ddd225f7-a135-430f-89f3-3d9142108661,68462bc4-ef50-4775-9ebe-0819be15ed58,Tekir,02/08/2018,6.0,Male,True,2025-07-26 13:34:17.860
94f9bd48-102d-4941-918d-18067a4611f4,59928f82-7601-45a7-a4fb-9e82fa8ef063,Tekir,02/03/2011,8.0,Male,True,2025-06-17 20:57:40.355
74200ae7-73bf-49a8-84d7-c407f9eda82a,f4ba6096-523e-4916-b606-febde8e291f6,Sokak Dedisi,07/06/2020,3.0,Female,True,2025-06-06 12:50:31.473
b7c8eb7f-c63e-4956-9ba1-3791500bca25,02fe0bbe-4d55-4414-be19-f9581cf6f5b0,Tekir,01/08/2024,4.0,Male,True,2025-07-16 16:28:28.800
1afaf6ae-accd-44eb-b5f0-1b7bcbbf539b,a552c58f-5977-4c02-9bb0-c78152eb6572,Scottish Fold,09/03/2023,5.0,Male,True,2025-05-23 02:15:29.446
2c319523-1912-49fe-b73f-208f893e64d4,8013e5df-c35f-43e4-b291-bcdd0c594be9,Üç Renkli Tekir (Calico),01/02/2024,5.0,Female,True,2025-06-29 15:23:59.631
e3340634-a7a7-4c92-94d4-d564149f0608,c2823421-9242-4b29-9239-0897d229b202,Scottish Fold,23/03/2018,4.0,Female,True,2025-05-23 11:13:21.059
ec7a4514-818d-4a65-9656-050e63fb77be,d2885d3f-49dd-4fdf-b847-52aeba430cce,British Shorthair,14/05/2022,3500.0,Female,True,2025-07-10 22:26:14.929
d7444db8-8879-4dea-882e-bdbccc577070,5a646c39-f979-4c03-b0ea-276f824fe74e,British Shorthair,12/06/2022,3.0,Female,True,2025-06-16 13:06:11.924
dfa26b82-89fe-4f28-993d-a8106e6fcfb1,b8c29f7a-4bb7-4362-85c1-be766530f9af,Scottish Fold,05/04/2023,7.0,Female,False,2025-05-15 00:10:35.420
f602d855-c20b-485f-a41f-7c0cf300658c,f08e6224-2a17-425d-83f1-cb971194e56e,Sarman,03/09/2015,5.0,Male,True,2025-07-22 05:12:06.932
57185945-d055-49dd-9284-61828b16687e,7be9c7d3-4cfd-4c6f-ab12-4bfe5892a9a3,British Longhair,15/01/2025,2300.0,Male,False,2025-05-19 14:32:49.827
b93fd445-e636-4b53-aafa-dbb71ddac9be,885d9e51-77c1-433b-9805-1cd6d2a34f87,British Shorthair,03/03/2022,5.0,Female,True,2025-05-27 10:12:34.281
7a3354be-0f2d-4023-8312-a8d4f8271c06,c64db865-c810-4a62-94a7-7b00426f5f96,Tekir,05/03/2025,1.0,Female,False,2025-05-23 18:58:41.793
dbab6f98-eb74-4694-af84-a8f1c6e7fc77,7fd7a475-f8f8-4cb9-b419-fbe58c13f3ad,Asian Tabby,19/08/2018,7.0,Female,True,2025-07-13 18:59:26.018
37f6ebdb-4f7e-4ede-b927-336e8f4e8c9a,eed5cd98-f6aa-4e9c-8f7c-267a8e8ee74e,Abyssinian,27/10/2023,5.0,Other,True,2025-05-29 02:02:00.229
7185b65b-b1e3-425d-bb52-f56ed2e3d0eb,90f4f938-b412-4ab5-9720-a347cb9d89d3,Sokak Dedisi,02/08/2009,5.0,Male,True,2025-06-08 22:49:15.139
80dbf041-f47d-415a-8ccf-3366c0eda2ea,707638d5-8499-4aa1-a0d3-458e6108cd5d,Ragdoll,23/11/2008,4.0,Female,True,2025-06-18 20:16:32.096
a7ae5ffa-4086-41dc-bc13-344b6a9e1b80,b67c565c-2f9d-4ac3-82b4-56cba93eba38,Maine Coon,16/06/2024,5.0,Male,False,2025-07-01 14:30:24.139
ac71c0ad-682e-401a-9ef8-940f78669d83,442f4150-0aa1-49bf-b468-1ec62150cff3,Persian,03/02/2021,2.0,Female,True,2025-07-21 11:57:58.891
f40c1dce-2220-4dc6-88e2-2f685ef4fab1,f2d5c877-f594-4d57-8c83-99ca2622fcbb,Uzun Tüylü Tekir,09/07/2017,7.0,Male,True,2025-06-12 20:39:12.928
9e5fa857-3628-46f1-886a-655739b94937,a1f89c1d-27af-48f2-811a-ec827eff1727,British Longhair,02/08/2024,2.0,Male,False,2025-06-29 16:48:01.766
79ea6604-b00d-4fe2-be0f-cf0478e504a8,7dd0315a-29f8-42ce-8229-d3d34744534a,Tekir,02/08/2021,5.0,Female,True,2025-08-02 16:01:15.776
539994d3-7d0b-4cad-b908-a0fdcad4d649,11a28f86-eb28-407e-87e7-c88c7f343a86,Bengal,02/08/2022,6.0,Male,False,2025-07-31 11:48:32.075
fb94c28b-b290-4076-b963-f979ee2fed17,acf9d18a-ac53-4bcf-8637-20604d460f21,Scottish Fold,21/11/2024,2.0,Female,False,2025-06-13 11:29:29.044
4fd4fd0b-ad04-4a76-bce9-9db0fd285911,114ab812-010a-4736-bdd7-688c7b2f5d8f,Scottish Fold,26/08/2023,4.0,Male,True,2025-05-13 22:35:24.248
d4ba0929-156d-43ec-8cae-c2da3f67e686,f90eb4e7-8e19-44df-9e85-7759936a5bb5,British Shorthair,15/03/2022,6.0,Male,True,2025-05-19 00:06:13.337
bc4871df-5e76-4a38-921d-93b804a06782,9f738281-2ad0-47d4-bf07-b879833bd0dd,Sarman,04/08/2005,12.0,Female,True,2025-07-08 15:43:51.682
5fae1c5c-07f8-41dc-a03d-1725ca021e35,163a278a-4784-487b-ad5e-4d806d8ab230,Smokin,16/07/2024,2.0,Male,False,2025-07-08 18:06:19.142
2c3273a5-d5d1-4f84-bcfb-3a05abe552e7,94cf79c7-5a06-40d9-b39e-acaa76dccc5c,British Shorthair,26/05/2018,5.0,Male,True,2025-07-29 22:54:19.290
fccfb00b-7a8d-4078-aec6-5037af4ce6bd,f1f0d2c6-a60c-4cf4-a9e2-7daf30e111f9,Tekir,03/05/2021,6.0,Male,True,2025-05-12 21:47:18.636
78c44f6c-2650-49b6-b858-bd11d69ee6bd,fce54d36-3523-4469-b938-6254ada358f1,Tekir,11/07/2024,3500.0,Male,False,2025-05-11 14:49:11.502
392c4f9a-6508-4199-b178-2054e12e086d,e0ae0e5f-4c95-4104-b88f-22553f0a1b0b,Üç Renkli Tekir (Calico),06/06/2023,4.0,Female,True,2025-07-16 16:39:55.970
283eb4e5-33c9-43da-b210-2bf6bd9d8f22,3b616be6-dd7c-4998-ac29-6b8bbebc7da0,Smokin,10/07/2024,4.0,Female,False,2025-07-09 22:32:46.565
6fb5b8f7-59ce-4fd1-9bef-cd5a31403823,7c49f761-c603-4e76-8eac-c5cbd60082d6,British Shorthair,02/12/2022,5.0,Male,True,2025-07-01 02:03:24.718
5a4793e4-06f6-49c4-8162-b291147fa00f,0ca72a29-5139-4184-9f2e-a5ca0eb81b20,Tekir,15/09/2021,7.0,Male,True,2025-06-09 17:11:39.679
abe49df4-b6c5-49a6-8784-63e088f30918,19fa766f-2f9c-4fc6-9eb7-e13b30d2773e,Asian,05/03/2012,10.0,Male,True,2025-07-03 10:45:11.287
101e340d-83f1-40aa-a8f8-ab8092f16060,baa5e972-a332-4d09-bc31-e6bfda91a6eb,British Shorthair,25/06/2023,6.0,Male,True,2025-06-07 09:42:50.648
ceb5c864-d930-4c64-9798-a07465762e84,5b6a08d9-88ca-426d-9d82-4ff089d79237,British Shorthair,20/12/2022,6.0,Male,True,2025-05-22 20:16:40.389
ab643a28-3a90-4b33-ab6a-3bb081d1a396,1b192a3d-3d6b-424b-b702-2205ebcedeed,Bombay,02/11/2018,6.0,Female,True,2025-05-16 18:08:46.539
ae05d1ea-a2d0-4762-b08d-8a59ab206aea,d67ace0e-6951-4732-8c4e-1bb34fc5d361,British Longhair,08/08/2024,1.0,Female,False,2025-05-16 20:19:21.947
04b92518-9860-4941-84b7-bf52d8784265,c27c66d7-a99f-4be2-b6d2-11b1e224bc03,Sarman,01/04/2020,5.0,Male,True,2025-07-27 00:11:43.239
e574f5eb-4a54-451e-a903-9664ca7a3a96,1848a58f-9885-4b9d-992a-5c942217b3c7,Üç Renkli Tekir (Calico),03/11/2023,4.0,Female,True,2025-07-22 22:41:38.625
8b2c1390-4f7f-465b-83e5-0b0511368598,18a7db0a-1d25-4370-b045-5ec7a58fe6ef,Üç Renkli Tekir (Calico),15/10/2021,5.0,Female,True,2025-06-22 18:26:08.316
acf20c7c-f33f-4ff0-8aad-1ee18531191b,3157b414-e003-462d-a64f-79d4d5ef6a41,Burmese,03/08/1996,10.0,Female,True,2025-07-23 20:37:25.449
2acd6f9d-0647-42e9-8fe4-46c84f8325fb,5b6a08d9-88ca-426d-9d82-4ff089d79237,British Longhair,03/03/2021,6.0,Male,True,2025-05-22 20:11:24.709
03428d6b-e425-46b1-9cb1-db7441d05216,0ccd94ed-8286-4860-9f52-40cfe3c5ea6d,British Shorthair,17/06/2024,4700.0,Male,False,2025-06-30 12:42:16.436
57265efc-e035-4cb2-b451-194a35e2732c,adc0dde6-5908-4c25-8854-474f6d713605,Tekir,03/06/2023,4.0,Female,True,2025-06-19 12:16:12.746
9d8a156c-0f8d-4619-ac93-cb9914dd914a,1fc3d29b-1d8c-4ea9-96c9-7f7cbf0359cc,Tekir,22/04/2025,1280.0,Female,False,2025-07-29 16:23:57.571
fb3f7a54-4cd3-4e8c-a35b-bd30f70e506d,63e1a399-b113-4bbc-a864-dc6c47bdd65d,Tekir,05/03/2020,4.0,Male,True,2025-05-27 12:02:52.611
997e3f21-190c-47bb-8b48-af14ef6967f4,0246a849-3814-4ef4-9fbe-03bb7c22baeb,Tekir,14/07/2024,3.0,Male,True,2025-07-14 16:36:18.975
2588f283-ff6f-42c4-a60d-820b652c7d78,7cd21278-3150-4fec-9c7f-cdb490d655f5,Sokak Dedisi,01/05/2024,5.0,Male,True,2025-05-25 11:49:20.691
f59ba6fd-bd60-47b0-8a78-88473602db53,e1ccf70c-4561-4a6c-aa48-8a4bf7c0bed1,Scottish Fold,13/04/2025,1.0,Female,False,2025-06-16 03:37:00.747
66007681-bf59-4338-9991-2cf7a8b37f22,7ecc31b1-aafb-4c95-aa88-53c1e075af4b,British Shorthair,30/03/2020,5.0,Female,True,2025-06-09 15:52:05.144
9379e170-d2a5-468d-983d-8b2c22d43fb4,3af2288a-a327-4c1f-8ef6-b263bb02d607,Bombay,02/08/2022,6.5,Female,True,2025-07-14 17:48:26.285
ad38f0e5-87f2-485d-aca6-8379067a2f4a,2b90622b-79d8-42a3-9b55-34a8b99366e4,Tekir,20/02/2025,2.0,Male,False,2025-05-27 16:40:15.423
8a8749b5-52bb-4a9a-a354-31df206086cc,82c49fbc-5410-4874-bc61-918fd0de7f7d,Üç Renkli Tekir (Calico),03/06/2023,4.0,Female,True,2025-07-30 12:46:40.843
def7ac47-b2c6-4d43-8006-a541548f7c11,a28961d4-bfdb-4c25-b61b-957f84bb2567,Norwegian Forest,01/10/2020,6.0,Female,True,2025-06-21 16:02:27.466
498556c7-0ce4-4ff0-ac0f-0fbfdbf25f14,05cbaba0-c1a7-4dba-9c5c-685c579973d2,Üç Renkli Tekir (Calico),14/02/2024,3.0,Female,False,2025-06-13 17:47:38.231
6941eff3-c129-4ff1-9912-06caeb158725,a07bad1c-8f52-4b42-be99-0490c7261073,Smokin,30/04/2024,3.0,Male,False,2025-05-31 00:58:50.495
